Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
15810910,"The Thousand Names (The Shadow Campaigns, #1)",Django Wexler,"Wexler, Django",,"=""0451465105""","=""9780451465108""",0,4.05,Roc,Hardcover,513,2013,2013,,2014/09/04,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
18191856,The Penitent Damned (The Shadow Campaigns #0.5),Django Wexler,"Wexler, Django",,"=""""","=""""",0,3.76,,ebook,20,2013,2013,,2014/09/04,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
18933991,"Infamous Reign (Hellequin Chronicles, #2.5)",Steve McHugh,"McHugh, Steve",,"=""""","=""""",0,4.19,Steve McHugh,ebook,90,2013,2013,,2014/09/04,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
18476843,"With Silent Screams  (Hellequin Chronicles, #3)",Steve McHugh,"McHugh, Steve",,"=""1612184588""","=""9781612184586""",3,4.28,47North,Paperback,454,2014,2014,,2014/09/04,,,read,,,,1,,,0,,,,,
7492383,"The Black Lung Captain (Tales of the Ketty Jay, #2)",Chris Wooding,"Wooding, Chris",,"=""0575085185""","=""9780575085183""",5,4.25,Gollancz,Paperback,442,2010,2010,,2014/08/28,,,read,,,,1,,,0,,,,,
6285903,"Retribution Falls (Tales of the Ketty Jay, #1)",Chris Wooding,"Wooding, Chris",,"=""0575085150""","=""9780575085152""",4,3.97,Gollancz,Paperback,380,2009,2009,2014/08/21,2014/08/01,,,read,,,,1,,,0,,,,,
17934530,Annihilation,Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.73,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2014/08/26,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,"=""0316033677""","=""9780316033671""",3,4.14,Orbit,Mass Market Paperback,645,2008,2008,2014/08/14,2014/07/16,,,read,,,,1,,,0,,,,,
11968600,"The Blacksmith's Son (Mageborn, #1)",Michael G. Manning,"Manning, Michael G.",,"=""""","=""""",0,3.90,,Kindle Edition,386,2011,2011,,2014/08/09,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2014/08/08,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
24213,Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","John Tenniel, Martin Gardner","=""0451527747""","=""9780451527745""",0,4.06,Penguin Group (USA),Paperback,239,2000,1871,,2013/08/04,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",3,4.46,Houghton Mifflin,Paperback,322,2003,1954,,2014/08/01,,,read,,,,1,,,0,,,,,
8058301,"Ghost Story (The Dresden Files, #13)",Jim Butcher,"Butcher, Jim",,"=""045146379X""","=""9780451463791""",5,4.25,Roc Hardcover,Hardcover,481,2011,2011,,2014/08/01,,,read,,,,1,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.32,Bantam,Kindle Edition,1125,2011,2011,,2013/01/08,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2014/08/01,,,read,,,,1,,,0,,,,,
91478,"Summer Knight (The Dresden Files, #4)",Jim Butcher,"Butcher, Jim",,"=""0451458923""","=""9780451458926""",5,4.26,Roc,Mass Market Paperback,446,2002,2002,,2014/08/01,,,read,,,,1,,,0,,,,,
91479,"Death Masks (The Dresden Files, #5)",Jim Butcher,"Butcher, Jim",,"=""0451459407""","=""9780451459404""",5,4.28,Roc,Mass Market Paperback,432,2003,2003,,2014/08/01,,,read,,,,1,,,0,,,,,
99383,"Blood Rites (The Dresden Files, #6)",Jim Butcher,"Butcher, Jim",,"=""0451459873""","=""9780451459879""",5,4.29,Roc,Paperback,435,2004,2004,,2014/08/01,,,read,,,,1,,,0,,,,,
11566,The Green Mile,Stephen King,"King, Stephen",,"=""0451933028""","=""9780451933027""",4,4.46,Penguin Signet,Paperback,592,1996,1996,,2014/08/01,,,read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.48,Scholastic Inc,Hardcover,309,2003,1997,,2014/08/01,,,read,,,,1,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",5,4.41,Bantam,Paperback,969,2002,1998,,2014/08/01,,,read,,,,1,,,0,,,,,
91475,"White Night (The Dresden Files, #9)",Jim Butcher,"Butcher, Jim",,"=""0451461401""","=""9780451461407""",5,4.38,Roc,Hardcover,407,2007,2007,,2014/08/01,,,read,,,,1,,,0,,,,,
91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,"Butcher, Jim",,"=""0451461037""","=""9780451461032""",5,4.39,Roc,Paperback,547,2007,2006,,2014/08/01,,,read,,,,1,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,870,2004,2003,,2014/08/01,,,read,,,,1,,,0,,,,,
927979,"Small Favor (The Dresden Files, #10)",Jim Butcher,"Butcher, Jim",,"=""0451461894""","=""9780451461896""",5,4.44,Roc,Hardcover,545,2008,2008,,2014/08/01,,,read,,,,1,,,0,,,,,
13603717,"First Shift: Legacy (Shift, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.22,Broad Reach Publishing,Kindle Edition,238,2012,2012,,2014/08/01,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
13314945,"The Unraveling (Wool, #4)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.35,Broad Reach Publishing,Kindle Edition,166,2011,2011,,2014/08/01,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
13202200,"Casting Off (Wool, #3)",Hugh Howey,"Howey, Hugh",Mehmet Rasim Emirosmanoğlu,"=""""","=""""",0,4.34,Broad Reach Publishing,Kindle Edition,122,2011,2011,,2014/08/01,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
13178410,"Proper Gauge (Wool, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.15,Broad Reach Publishing,Kindle Edition,106,2011,2011,,2014/08/01,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
12287209,"Wool (Wool, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.12,Broad Reach,Kindle Edition,58,2011,2011,,2014/08/01,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
17855756,"Dust (Silo, #3)",Hugh Howey,"Howey, Hugh",,"=""1490904387""","=""9781490904382""",0,4.25,Broad Reach Publishing,Paperback,458,2013,2013,,2014/08/01,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",3,4.21,Broad Reach Publishing,Kindle Edition,509,2012,2012,,2013/01/08,,,read,,,,1,,,0,,,,,
13425846,"The Stranded (Wool, #5)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.35,Broad Reach Publishing ,Kindle Edition,254,2012,2012,,2014/08/01,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,"Butcher, Jim",,"=""045146091X""","=""9780451460912""",5,4.40,Roc,Mass Market Paperback,517,2006,2005,,2014/08/01,,,read,,,,1,,,0,,,,,
3475161,"Turn Coat (The Dresden Files, #11)",Jim Butcher,"Butcher, Jim",,"=""0451462564""","=""9780451462565""",5,4.43,Roc,Hardcover,418,2009,2009,,2014/08/01,,,read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2014/08/01,,,read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2014/08/01,,,read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.57,Scholastic,Paperback,734,2002,2000,,2014/08/01,,,read,,,,1,,,0,,,,,
3019950,Verdigris Deep,Frances Hardinge,"Hardinge, Frances",,"=""0330441906""","=""9780330441902""",0,3.74,Macmillan Children's Books,Paperback,336,2008,2007,,2014/08/01,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
710437,Fly by Night,Frances Hardinge,"Hardinge, Frances",,"=""0060876271""","=""9780060876272""",0,3.78,HarperCollins Publishers,Hardcover,486,2006,2005,,2014/08/01,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
7064529,Gullstruck Island,Frances Hardinge,"Hardinge, Frances",,"=""0330441914""","=""9780330441919""",0,4.13,MacMillan UK,Paperback,498,2010,2008,,2014/08/01,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
20572455,"Skin Game (The Dresden Files, #15)",Jim Butcher,"Butcher, Jim",,"=""""","=""""",5,4.56,Roc,Kindle Edition,610,2014,2014,,2014/08/01,,,read,,,,1,,,0,,,,,
9601799,"A Dance of Cloaks (Shadowdance, #1)",David Dalglish,"Dalglish, David",,"=""1453706011""","=""9781453706015""",0,3.75,CreateSpace Independent Publishing Platform,Paperback,386,2010,2010,,2014/08/01,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
1096639,"Weapon of Flesh (Weapon of Flesh, #1)",Chris A. Jackson,"Jackson, Chris A.",,"=""1419607952""","=""9781419607950""",0,3.76,Booksurge Publishing,Paperback,368,2005,2005,,2014/08/01,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
18405221,"Queen of Fire (Raven's Shadow, #3)",Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",0,3.69,Ace,Kindle Edition,643,2015,2015,,2014/07/31,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""""","=""""",0,4.25,Wizards of the Coast,Mass Market Paperback,343,2005,1990,,2014/07/29,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
20637206,The Chapel Perilous (The Iron Druid Chronicles #4.5),Kevin Hearne,"Hearne, Kevin",,"=""""","=""""",3,4.16,,Kindle Edition,33,2014,2014,,2014/06/04,,,read,,,,1,,,0,,,,,
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",,"=""0553804693""","=""9780553804690""",4,4.21,Del Rey,Hardcover,650,2013,2013,2014/07/29,2014/07/16,,,read,,,,1,,,0,,,,,
6736971,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,"Brett, Peter V.",,"=""0345503813""","=""9780345503817""",0,4.20,Del Rey,Hardcover,579,2010,2010,,2013/01/08,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
16280678,"Shattered (The Iron Druid Chronicles, #7)",Kevin Hearne,"Hearne, Kevin",,"=""0345548485""","=""9780345548481""",3,4.28,Del Rey,Hardcover,352,2014,2014,,2014/06/04,,,read,,,,1,,,0,,,,,
311864,"Heroes Die (The Acts of Caine, #1)",Matthew Woodring Stover,"Stover, Matthew Woodring",,"=""0345421450""","=""9780345421456""",0,4.09,Del Rey,Mass Market Paperback,545,1999,1998,,2014/07/16,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
15998999,"The Mage and the Master Spy (Gentleman Bastard, #6)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,4.14,,Hardcover,,,,,2014/07/16,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
15999003,"Inherit the Night (Gentleman Bastard, #7)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,3.94,,Hardcover,,,,,2014/07/16,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
10626950,"The Ministry of Necessity (Gentleman Bastard, #5)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,4.22,Gollancz,Hardcover,,,,,2014/07/16,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
8074907,"The Thorn of Emberlain (Gentleman Bastard, #4)",Scott Lynch,"Lynch, Scott",,"=""0575079584""","=""9780575079588""",0,4.30,Gollancz,Hardcover,512,,,,2014/07/16,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
887877,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,"Lynch, Scott",,"=""0553804685""","=""9780553804683""",3,4.23,Bantam Spectra,Hardcover,558,2007,2007,,2014/07/16,,,read,,,,1,,,0,,,,,
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""0553804677""","=""9780553804676""",4,4.28,Bantam Spectra,Hardcover,499,2006,2006,2014/07/16,2014/02/18,,,read,,,,1,,,0,,,,,
18214414,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,"Galbraith, Robert",,"=""0316206873""","=""9780316206877""",0,4.04,Mulholland Books,Hardcover,456,2014,2014,,2014/06/05,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""0316206849""","=""9780316206846""",0,3.87,Mulholland Books,Hardcover,456,2013,2013,,2014/06/05,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
104089,Tigana,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451457765""","=""9780451457769""",0,4.08,Roc,Paperback,676,1999,1990,,2014/06/04,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
16280691,"Scourged (The Iron Druid Chronicles, #9)",Kevin Hearne,"Hearne, Kevin",,"=""034554854X""","=""9780345548542""",0,3.97,Del Rey,Hardcover,268,2018,2018,,2014/06/04,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",0,4.23,Tor Books,Mass Market Paperback,355,2007,2005,,2014/04/10,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
1006596,"K-Pax (K-Pax, #1)",Gene Brewer,"Brewer, Gene",,"=""0312977026""","=""9780312977023""",0,4.09,St. Martin's Paperbacks,Paperback,256,2001,1995,,2014/04/06,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
338327,The Boat of a Million Years,Poul Anderson,"Anderson, Poul",,"=""0765310244""","=""9780765310248""",0,3.83,Tor Books,Paperback,470,2004,1989,,2014/04/06,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
13542606,Kill Decision,Daniel Suarez,"Suarez, Daniel",,"=""0525952616""","=""9780525952619""",0,3.97,Dutton Books,Hardcover,400,2012,2012,,2014/03/13,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
18114057,Influx,Daniel Suarez,"Suarez, Daniel",,"=""0525953183""","=""9780525953180""",0,3.93,Dutton,Hardcover,406,2014,2014,,2014/03/13,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",3,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,,2013/11/12,,,read,,,,1,,,0,,,,,
13569581,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,"Ryan, Anthony",,"=""""","=""""",5,4.40,Anthony  Ryan,Kindle Edition,591,2012,2011,,2013/09/02,,,read,,,,1,,,0,,,,,
10361837,Richard Dawkins' God Delusion: A Repentant Refutation,Klaus Nürnberger,"Nürnberger, Klaus",,"=""1450059821""","=""9781450059824""",3,3.69,Xlibris Corporation,Paperback,220,2010,2010,,2013/01/10,,,read,,,,1,,,0,,,,,
13608133,"Crimes Against Magic (Hellequin Chronicles, #1)",Steve McHugh,"McHugh, Steve",,"=""""","=""""",4,4.04,Hidden Realms Publishing,Kindle Edition,388,2012,2012,,2013/01/08,,,read,,,,1,,,0,,,,,
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0007423292""","=""9780007423293""",2,3.85,Voyager,Hardcover,373,2011,2011,,2013/01/08,,,read,,,,1,,,0,,,,,
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",3,3.90,Houghton Mifflin Co. (Boston/NY),Hardcover,374,2006,2006,,2013/01/10,,,read,,,,1,,,0,,,,,
8801543,"Among Thieves (Tales of the Kin, #1)",Douglas Hulick,"Hulick, Douglas",,"=""0451463900""","=""9780451463906""",0,3.94,Roc,Mass Market Paperback,414,2011,2011,,2014/02/18,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"Turner, Megan Whalen",,"=""0060824972""","=""9780060824976""",0,3.87,Greenwillow Books,Paperback,280,2005,1996,,2014/02/18,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
3173125,Beat the Reaper (Peter Brown #1),Josh Bazell,"Bazell, Josh",,"=""0316032220""","=""9780316032223""",0,3.79,"Little, Brown and Company",Hardcover,320,2009,2009,,2014/02/18,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
9466833,"Den of Thieves (Ancient Blades, #1)",David   Chandler,"Chandler, David",,"=""0062021249""","=""9780062021243""",0,3.59,HarperCollins Publishers,Mass Market Paperback,465,2011,2011,,2014/02/18,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
3428935,"The Warded Man (Demon Cycle, #1)",Peter V. Brett,"Brett, Peter V.",,"=""0345503805""","=""9780345503800""",0,4.24,Random House,Hardcover,416,2009,2008,,2014/02/18,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""0316187747""","=""9780316187749""",0,4.20,Orbit,Paperback,649,2011,2011,,2014/02/18,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
208,"A Shadow in Summer (Long Price Quartet, #1)",Daniel Abraham,"Abraham, Daniel",,"=""0765313405""","=""9780765313409""",0,3.62,Tor Books,Hardcover,331,2006,2006,,2014/02/18,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
8752885,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,"Abraham, Daniel",,"=""1841498874""","=""9781841498874""",0,3.80,Orbit,Paperback,555,2011,2011,,2014/02/18,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
8722254,"God Touched (Demon Accords, #1)",John Conroe,"Conroe, John",,"=""""","=""""",0,4.16,,Kindle Edition,408,2010,2010,,2014/02/13,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
19485109,"The Purge of Babylon (Purge of Babylon, #1)",Sam Sisavath,"Sisavath, Sam",,"=""0615922376""","=""9780615922379""",0,4.08,Road to Babylon Media,Paperback,483,2013,2013,,2014/01/11,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.13,Ember,Paperback,208,2006,1993,,2014/01/08,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
18047306,"House of Blades (Traveler's Gate, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.07,Hidden Gnome Publishing,Kindle Edition,294,2013,2013,,2013/12/28,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
322067,Soldier of the Mist (Latro #1),Gene Wolfe,"Wolfe, Gene",,"=""0812558154""","=""9780812558159""",0,3.96,Tor Books,Paperback,335,1987,1986,,2013/11/30,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.24,Crown Publishers,Hardcover,374,2011,2011,,2013/09/21,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
12844699,"Libriomancer (Magic Ex Libris, #1)",Jim C. Hines,"Hines, Jim C.",,"=""0756407397""","=""9780756407391""",0,3.80,DAW,Hardcover,308,2012,2012,,2013/08/12,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
144127,The Runelords (Runelords #1),David Farland,"Farland, David",,"=""0812541626""","=""9780812541625""",0,3.77,Tor Fantasy,Mass Market Paperback,613,1999,1998,,2013/08/04,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
1111572,All the Beautiful Sinners,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1590710088""","=""9781590710081""",3,3.74,Rugged Land,Hardcover,486,2010,2003,,2013/08/03,,,read,,,,1,,,0,,,,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Michael Hague, Jemima Catlin, Douglas A. Anderson","=""""","=""""",3,4.28,Houghton Mifflin,Paperback,366,2002,1937,,2012/12/01,,,read,,,,1,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",0,4.28,Modern Library,Paperback,279,2000,1813,,2013/08/03,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
13485378,Lone Survivor:  The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,"Luttrell, Marcus",Patrick Robinson,"=""""","=""""",0,4.31,,Kindle Edition,,,2006,,2013/01/10,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393327345""","=""9780393327342""",4,4.19,W.W. Norton & Company (NYC),Paperback,218,2005,1996,,2013/01/08,,,read,,,,1,,,0,,,,,
16250940,"Born of Hatred (Hellequin Chronicles, #2)",Steve McHugh,"McHugh, Steve",,"=""1481270443""","=""9781481270441""",4,4.27,Hidden Realms Publishing,ebook,508,2012,2012,,2013/01/08,,,read,,,,1,,,0,,,,,
711901,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,"Luttrell, Marcus",Patrick Robinson,"=""0316067598""","=""9780316067591""",0,4.31,"Little, Brown and Company",Hardcover,390,2007,2006,,2013/01/10,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
16148938,"Second Shift: Order (Shift, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.27,Broad Reach Publishing,Kindle Edition,268,2012,2012,,2013/01/08,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",4,4.15,Knopf,Hardcover,480,2008,2005,,2012/12/01,,,read,,,,1,,,0,,,,,
